id,store,promo,region,promodate,active
191664442508,625933,97335,191747,2013-03-26,0.0
173345178284,527828,209524,165933,2013-03-02,1.0
96487331419,285434,37568,36431,2013-03-13,0.0
192690037214,703493,176321,157815,2013-03-27,0.0
25070632429,89397,176321,48013,2013-03-29,1.0
188796031238,625933,176321,191747,2013-03-28,0.0
43755547493,842061,108252,7892,2013-03-23,0.0
258150812391,1027597,176321,206022,2013-03-27,0.0
160670646745,625933,97335,191747,2013-03-25,1.0
188356838777,946941,17125,180548,2013-03-26,1.0
54280121463,625933,37568,191747,2013-03-13,0.0
70110365170,927995,214816,243820,2013-03-20,1.0
74734182580,96431,176321,157815,2013-03-25,1.0
154994681241,476177,176321,293974,2013-03-29,0.0
30509041922,565318,170791,42449,2013-03-31,0.0
88674724256,860548,176321,243820,2013-03-26,0.0
180050286033,190472,176321,284893,2013-03-30,0.0
250312099156,527828,209524,165933,2013-03-01,1.0
218343902113,190472,176321,284893,2013-03-26,0.0
168391183617,625933,37568,191747,2013-03-15,0.0
186315745366,527828,209524,165933,2013-03-03,1.0
144640611689,457755,176321,191747,2013-03-29,0.0
209866285922,441373,108252,115119,2013-03-13,0.0
182662168250,276400,176321,276730,2013-03-27,0.0
71302290697,402755,37568,203586,2013-03-15,0.0
272632262093,625933,108252,191747,2013-03-17,0.0
88245158186,860548,176321,243820,2013-03-28,0.0
261484437145,355471,176321,132336,2013-03-27,1.0
271026698324,96431,170791,157815,2013-03-30,0.0
292096854031,527828,209524,165933,2013-03-01,0.0
241920240874,946941,177412,180548,2013-03-27,0.0
62201991597,946941,176321,180548,2013-03-25,1.0
294652937533,262773,176321,180548,2013-03-25,0.0
78103755357,306287,176321,109369,2013-03-28,1.0
208584865999,876095,69839,323706,2013-03-25,0.0
12606889876,376928,209524,274861,2013-03-23,0.0
98547943607,527828,209524,165933,2013-03-01,1.0
99643552759,276400,176321,276730,2013-03-27,0.0
35937918864,625933,108252,191747,2013-03-17,0.0
294551597972,1050704,176321,48013,2013-03-28,0.0
236414220404,625933,108252,191747,2013-03-13,0.0
254954629697,625933,37568,191747,2013-03-13,0.0
85187694791,527828,209524,165933,2013-03-05,0.0
162776359313,402755,108252,203586,2013-03-20,0.0
277987994395,876095,176321,323706,2013-03-28,0.0
292344065882,283586,176321,5506,2013-03-27,0.0
35858339166,360979,176321,62416,2013-03-25,0.0
1076272687,775321,176321,274861,2013-03-30,0.0
152376175574,285434,176321,36431,2013-03-29,1.0
230034786613,625933,37568,191747,2013-03-15,0.0
198973822990,527828,209524,165933,2013-03-17,0.0
146191769369,241369,209524,278897,2013-03-05,1.0
213463426627,927995,176321,243820,2013-03-26,0.0
181303464282,61430,176321,165933,2013-03-27,0.0
128870938386,672234,176321,276730,2013-03-27,0.0
161706837903,553974,176321,206022,2013-03-28,0.0
195347824769,117221,108252,7892,2013-03-16,0.0
81420441121,672234,176321,276730,2013-03-28,0.0
190500608215,441373,176321,115119,2013-03-25,0.0
262734833520,441373,176321,115119,2013-03-28,0.0
242683001973,740794,176321,203586,2013-03-31,0.0
162514703964,306287,214816,109369,2013-03-16,0.0
255590295243,355471,176321,132336,2013-03-26,0.0
234605715782,476177,214816,293974,2013-03-30,0.0
76153254257,489461,170791,167995,2013-03-31,0.0
167315710184,252336,176321,191747,2013-03-28,1.0
278102719193,96431,176321,157815,2013-03-30,0.0
193007099335,376928,209524,274861,2013-03-03,0.0
116058789076,61430,176321,165933,2013-03-27,1.0
215066574120,625933,176321,191747,2013-03-30,1.0
35062279873,465875,176321,42773,2013-03-25,0.0
82700681871,1137612,37568,296095,2013-03-14,0.0
285042582847,285434,108252,36431,2013-03-13,0.0
131281251107,299747,176321,140529,2013-03-31,0.0
101857307643,369707,176321,167995,2013-03-31,0.0
32219941417,527828,209524,165933,2013-03-06,0.0
96215191147,876095,176321,323706,2013-03-29,0.0
158065583089,625933,37568,191747,2013-03-13,0.0
43349722689,1091944,108252,165933,2013-03-18,0.0
217925403114,485613,176321,132336,2013-03-27,0.0
36979616203,441373,177412,115119,2013-03-25,0.0
28025246549,625933,176321,191747,2013-03-29,0.0
257898201309,876095,176321,323706,2013-03-25,0.0
199907990105,402755,37568,203586,2013-03-28,1.0
180416331299,527828,209524,165933,2013-03-01,1.0
41350855688,1137612,176321,296095,2013-03-30,1.0
104891835591,457755,176321,191747,2013-03-25,0.0
289090325743,672234,176321,276730,2013-03-27,0.0
283389410118,285434,37568,36431,2013-03-24,0.0
115961882098,1149609,170791,42773,2013-03-30,1.0
123217792802,625933,37568,191747,2013-03-13,1.0
154434205401,946941,176321,180548,2013-03-25,1.0
42649558191,625933,37568,191747,2013-03-17,0.0
107850071350,553974,176321,206022,2013-03-25,0.0
297770181588,625933,176321,191747,2013-03-29,0.0
184662452485,129911,176321,115119,2013-03-31,0.0
136992433930,96431,176321,157815,2013-03-26,0.0
280480683855,685351,97335,191747,2013-03-25,1.0
98009420509,271394,176321,274861,2013-03-25,0.0
110347553927,616660,176321,67664,2013-03-27,0.0
290868433776,876095,108252,323706,2013-03-29,0.0
194531700524,625933,108252,191747,2013-03-14,1.0
112996196476,625933,97335,191747,2013-03-25,0.0
96503766426,625933,37568,191747,2013-03-17,0.0
36740079585,241369,176321,278897,2013-03-25,0.0
36393235089,527828,209524,165933,2013-03-03,0.0
46340874818,625933,37568,191747,2013-03-16,0.0
179406546055,625933,108252,191747,2013-03-20,0.0
88728523084,625933,37568,191747,2013-03-22,0.0
182725454487,1053332,176321,180548,2013-03-29,0.0
37108869864,129911,176321,115119,2013-03-26,0.0
138457642015,276400,176321,276730,2013-03-29,0.0
209085695181,82449,176321,243820,2013-03-27,0.0
135060984132,860548,176321,243820,2013-03-27,0.0
193663859151,876095,176321,323706,2013-03-28,0.0
30270686933,306287,176321,109369,2013-03-30,0.0
158513825351,625933,37568,191747,2013-03-15,0.0
207349005103,82449,176321,243820,2013-03-25,0.0
3644802769,285434,176321,36431,2013-03-30,0.0
173050458817,1056730,176321,5506,2013-03-29,0.0
44454436566,422416,176321,42449,2013-03-30,0.0
3043434636,241369,209524,278897,2013-03-04,0.0
52549269955,1137612,65353,296095,2013-03-30,1.0
196944452909,190472,176321,284893,2013-03-29,0.0
200135006998,738137,37568,191747,2013-03-15,0.0
233830251564,625933,177412,191747,2013-03-26,0.0
188514863122,441373,37568,115119,2013-03-13,0.0
92682463547,485613,176321,132336,2013-03-25,0.0
254808221556,441373,108252,115119,2013-03-13,0.0
81817101631,625933,37568,191747,2013-03-13,0.0
62808099445,527828,209524,165933,2013-03-04,1.0
131452365711,285434,176321,36431,2013-03-30,1.0
161469705281,527828,209524,165933,2013-03-13,0.0
178084710668,953436,37568,296095,2013-03-13,0.0
27461432330,527828,209524,165933,2013-03-01,0.0
226793837101,527828,209524,165933,2013-03-04,0.0
17209982268,441373,176321,115119,2013-03-25,0.0
237759897379,625933,37568,191747,2013-03-15,0.0
165476641821,876095,176321,323706,2013-03-26,0.0
8332441982,672234,176321,276730,2013-03-26,0.0
32862459225,625933,37568,191747,2013-03-14,1.0
290594294579,946941,32358,180548,2013-03-30,0.0
297489360887,876095,176321,323706,2013-03-25,0.0
46446205109,168262,176321,36431,2013-03-25,0.0
114150207286,96431,89784,157815,2013-03-31,1.0
123599744399,876095,97335,323706,2013-03-25,0.0
286218118076,1091944,176321,165933,2013-03-25,0.0
259114924944,625933,176321,191747,2013-03-29,0.0
230463080614,625933,17125,191747,2013-03-25,1.0
80228822812,553974,176321,206022,2013-03-29,0.0
257492454693,457755,176321,191747,2013-03-25,0.0
70880450478,150085,176321,278897,2013-03-26,0.0
64143273578,953436,37568,296095,2013-03-16,0.0
152614456882,367489,108252,325318,2013-03-20,0.0
69554094969,527828,209524,165933,2013-03-02,1.0
116077146995,876095,176321,323706,2013-03-28,0.0
145568045498,441373,176321,115119,2013-03-25,0.0
280060782756,285434,176321,36431,2013-03-27,0.0
136178316601,927995,176321,243820,2013-03-26,0.0
163847849149,150085,176321,278897,2013-03-26,1.0
194592445878,625933,37568,191747,2013-03-13,0.0
259172758765,527828,209524,165933,2013-03-04,1.0
133796065546,276400,37568,276730,2013-03-27,0.0
186485896172,276400,176321,276730,2013-03-29,0.0
145874167222,285434,176321,36431,2013-03-29,0.0
243054166933,527828,37568,165933,2013-03-22,1.0
237386400839,422416,176321,42449,2013-03-29,0.0
272610035616,283586,176321,5506,2013-03-27,0.0
286930341673,625933,37568,191747,2013-03-14,0.0
142958011678,276400,176321,276730,2013-03-26,0.0
263204824808,990955,176321,25613,2013-03-25,0.0
96518639837,527828,209524,165933,2013-03-05,1.0
8921851782,928477,108252,334402,2013-03-14,0.0
78277021011,672234,176321,276730,2013-03-27,0.0
297284102410,285434,176321,36431,2013-03-30,0.0
54495641041,355471,214816,132336,2013-03-22,0.0
121473446561,990955,176321,25613,2013-03-27,0.0
4865976606,527828,209524,165933,2013-03-02,1.0
166048137339,625933,37568,191747,2013-03-14,1.0
289578186598,672234,176321,276730,2013-03-26,1.0
229190440780,527828,209524,165933,2013-03-02,1.0
228339762896,953436,65353,296095,2013-03-30,0.0
286407716528,376928,209524,274861,2013-03-17,0.0
86440319909,625933,69839,191747,2013-03-25,1.0
257392426662,489461,176321,167995,2013-03-29,0.0
284950065384,457755,176321,191747,2013-03-25,1.0
57774819717,285434,108252,36431,2013-03-14,0.0
171917768350,946941,170791,180548,2013-03-30,0.0
289437894359,285434,108252,36431,2013-03-18,0.0
252419074578,527828,209524,165933,2013-03-01,0.0
143183432983,625933,108252,191747,2013-03-20,0.0
298069058237,672234,176321,276730,2013-03-25,0.0
81982490258,1137612,214816,296095,2013-03-16,0.0
107898340921,1091944,176321,165933,2013-03-25,1.0
8735315054,625933,37568,191747,2013-03-13,0.0
28409942723,625933,37568,191747,2013-03-26,0.0
118972361115,61430,176321,165933,2013-03-29,0.0
35583875158,476177,176321,293974,2013-03-27,1.0
133484860375,285434,176321,36431,2013-03-31,0.0
284117928155,527828,209524,165933,2013-03-01,0.0
219909822083,150085,176321,278897,2013-03-26,0.0
256471509358,953436,214816,296095,2013-03-24,0.0
237382394575,367489,176321,325318,2013-03-25,1.0
223042628853,355471,176321,132336,2013-03-31,0.0
149225741491,1050704,176321,48013,2013-03-28,0.0
144693954361,740794,176321,203586,2013-03-28,0.0
32757511260,96431,176321,157815,2013-03-30,0.0
234205918097,625933,177412,191747,2013-03-26,0.0
144368188479,775321,176321,274861,2013-03-29,0.0
3982182675,355471,176321,132336,2013-03-30,0.0
204592091539,61430,176321,165933,2013-03-28,0.0
211593208324,402755,37568,203586,2013-03-17,0.0
257558317875,355471,176321,132336,2013-03-29,0.0
209948106420,285434,37568,36431,2013-03-15,0.0
3998709835,625933,37568,191747,2013-03-13,0.0
16384297834,927995,176321,243820,2013-03-26,0.0
88580017394,876095,176321,323706,2013-03-30,1.0
231061042148,168262,176321,36431,2013-03-25,1.0
146424410021,7845,176321,243820,2013-03-27,0.0
248301149021,527828,209524,165933,2013-03-01,0.0
74156133087,527828,209524,165933,2013-03-05,0.0
211293981367,876095,37568,323706,2013-03-15,0.0
263079282482,457755,176321,191747,2013-03-28,0.0
176077319308,625933,176321,191747,2013-03-25,0.0
275570143722,61430,176321,165933,2013-03-31,0.0
17388974218,625933,37568,191747,2013-03-17,0.0
39206657749,283586,176321,5506,2013-03-25,1.0
142259100110,672234,176321,276730,2013-03-27,0.0
147565519180,485613,176321,132336,2013-03-25,0.0
55100139895,285434,176321,36431,2013-03-29,0.0
207922006194,672234,176321,276730,2013-03-28,1.0
282887110551,285434,176321,36431,2013-03-29,0.0
17792059102,625933,97335,191747,2013-03-27,1.0
197555607681,168262,176321,36431,2013-03-29,0.0
233388299181,625933,108252,191747,2013-03-13,0.0
69280270459,876095,176321,323706,2013-03-27,0.0
249322017473,445592,176321,67664,2013-03-26,0.0
102848511242,946941,170791,180548,2013-03-30,0.0
23790906589,672234,176321,276730,2013-03-27,0.0
32641209300,465875,176321,42773,2013-03-28,0.0
124377820276,89397,97335,48013,2013-03-26,0.0
14780124752,241369,176321,278897,2013-03-28,0.0
78717665393,625933,176321,191747,2013-03-29,0.0
198169350694,527828,209524,165933,2013-03-03,1.0
277095680381,527828,108252,165933,2013-03-18,0.0
115768922166,625933,108252,191747,2013-03-17,0.0
60389522166,457755,176321,191747,2013-03-30,0.0
73948487587,192173,214816,303057,2013-03-17,1.0
65872259724,625933,176321,191747,2013-03-29,0.0
71336110023,367489,37568,325318,2013-03-24,0.0
104021050321,355471,176321,132336,2013-03-26,0.0
42812915342,1050704,69839,48013,2013-03-26,0.0
145495629380,285434,108252,36431,2013-03-17,0.0
145775263438,376928,209524,274861,2013-03-13,0.0
293767369998,616660,176321,67664,2013-03-28,0.0
63267979727,485613,176321,132336,2013-03-27,0.0
294124241062,276400,108252,276730,2013-03-30,0.0
297457314793,625933,176321,191747,2013-03-25,0.0
239856431458,625933,37568,191747,2013-03-13,0.0
70057920335,190472,176321,284893,2013-03-27,1.0
142129517697,625933,108252,191747,2013-03-15,0.0
180947771420,625933,97335,191747,2013-03-25,0.0
1038771031,283586,214816,5506,2013-03-18,0.0
170908869149,457755,176321,191747,2013-03-26,0.0
130690466469,876095,17125,323706,2013-03-25,0.0
67435771670,1137612,170791,296095,2013-03-30,0.0
265406248831,252336,176321,191747,2013-03-27,1.0
44015362936,129911,176321,115119,2013-03-25,0.0
175543772818,150085,176321,278897,2013-03-26,1.0
150152762979,625933,37568,191747,2013-03-17,0.0
147955827685,527828,209524,165933,2013-03-28,1.0
46456937054,445592,176321,67664,2013-03-27,0.0
12675435181,1050704,176321,48013,2013-03-27,0.0
284509076701,441373,37568,115119,2013-03-15,1.0
279161104621,876095,176321,323706,2013-03-27,1.0
48222326762,402755,176321,203586,2013-03-28,0.0
76950315966,441373,108252,115119,2013-03-30,0.0
70350853271,738137,37568,191747,2013-03-23,0.0
278154565388,527828,209524,165933,2013-03-17,1.0
137427538411,625933,176321,191747,2013-03-31,0.0
245194327232,625933,108252,191747,2013-03-17,0.0
186233633449,953436,65353,296095,2013-03-30,1.0
277953233438,1020264,176321,278897,2013-03-30,0.0
219119857337,625933,176321,191747,2013-03-28,0.0
14482914851,89397,176321,48013,2013-03-30,0.0
259765249762,625933,37568,191747,2013-03-17,0.0
192583369620,625933,176321,191747,2013-03-29,1.0
80546488248,876095,176321,323706,2013-03-26,0.0
139470134404,876095,177412,323706,2013-03-25,0.0
287063260249,369707,37568,167995,2013-03-16,0.0
75433218516,527828,209524,165933,2013-03-13,0.0
85329772500,239062,176321,272856,2013-03-25,0.0
260557069177,441373,176321,115119,2013-03-26,1.0
42418902607,527828,209524,165933,2013-03-16,0.0
150694524888,285434,17125,36431,2013-03-26,0.0
31851204210,367489,176321,325318,2013-03-26,0.0
62136070992,441373,37568,115119,2013-03-22,0.0
32897356484,1053332,176321,180548,2013-03-26,0.0
79733376022,625933,176321,191747,2013-03-27,1.0
137468772046,252336,176321,191747,2013-03-31,1.0
87096697239,367489,176321,325318,2013-03-29,0.0
254066746823,276400,176321,276730,2013-03-25,0.0
170004509934,625933,176321,191747,2013-03-27,0.0
203771443796,1056730,176321,5506,2013-03-26,0.0
145456643175,527828,209524,165933,2013-03-04,0.0
21674243651,927995,214816,243820,2013-03-16,1.0
135685242165,285434,37568,36431,2013-03-14,0.0
288891042717,82449,176321,243820,2013-03-25,1.0
122231452020,61430,176321,165933,2013-03-26,1.0
216665407333,1056730,176321,5506,2013-03-26,0.0
111039526907,672234,176321,276730,2013-03-26,0.0
224798446921,625933,176321,191747,2013-03-26,0.0
31803697532,565318,176321,42449,2013-03-25,0.0
44965340994,588961,97335,132336,2013-03-26,0.0
215476815609,740794,176321,203586,2013-03-30,0.0
31381061669,360979,176321,62416,2013-03-28,0.0
45244047892,369707,108252,167995,2013-03-19,0.0
91049414542,252336,176321,191747,2013-03-29,1.0
155585450767,241369,176321,278897,2013-03-28,1.0
296951336191,625933,69839,191747,2013-03-26,0.0
70841293479,527828,209524,165933,2013-03-28,1.0
137589179900,553974,176321,206022,2013-03-28,0.0
185718353204,625933,37568,191747,2013-03-16,0.0
224707170051,527828,209524,165933,2013-03-12,1.0
171638028537,441373,176321,115119,2013-03-29,0.0
181568582201,1026678,176321,278897,2013-03-27,0.0
28701369045,1053332,176321,180548,2013-03-26,0.0
146354716406,441373,17125,115119,2013-03-27,1.0
298375332198,672234,176321,276730,2013-03-26,0.0
213662568015,405412,89784,296095,2013-03-30,1.0
34085212125,285434,69839,36431,2013-03-25,0.0
236217704139,441373,108252,115119,2013-03-17,0.0
287273187731,276400,108252,276730,2013-03-13,0.0
42274742122,740794,176321,203586,2013-03-29,1.0
233365158544,625933,176321,191747,2013-03-26,0.0
158730100423,990955,176321,25613,2013-03-25,1.0
228561108112,441373,108252,115119,2013-03-22,0.0
113675128109,876095,176321,323706,2013-03-26,0.0
181665500842,283586,176321,5506,2013-03-28,0.0
46582592541,89397,176321,48013,2013-03-26,0.0
1014520169,441373,108252,115119,2013-03-23,0.0
40394511914,740794,65353,203586,2013-03-31,0.0
21347175165,625933,37568,191747,2013-03-16,0.0
214649921240,367489,176321,325318,2013-03-25,1.0
284032544002,625933,176321,191747,2013-03-25,1.0
167816370150,553974,176321,206022,2013-03-30,0.0
171659919588,441373,108252,115119,2013-03-28,0.0
158872475768,457755,176321,191747,2013-03-25,0.0
149557861580,625933,108252,191747,2013-03-14,0.0
144150935210,946941,32358,180548,2013-03-30,0.0
225276361626,285434,65353,36431,2013-03-30,0.0
280669717236,1050704,176321,48013,2013-03-27,1.0
292971610789,625933,97335,191747,2013-03-26,0.0
70680077879,445592,176321,67664,2013-03-25,1.0
291737118214,625933,176321,191747,2013-03-27,0.0
18285120454,485613,176321,132336,2013-03-30,0.0
169354454591,285434,176321,36431,2013-03-29,0.0
297420341743,457755,176321,191747,2013-03-26,1.0
43276870954,283586,176321,5506,2013-03-27,0.0
121570150768,1050704,176321,48013,2013-03-25,0.0
100651151661,405412,176321,296095,2013-03-30,0.0
245141798300,96431,176321,157815,2013-03-25,0.0
72314011140,441373,69839,115119,2013-03-26,0.0
78396220379,402755,176321,203586,2013-03-25,0.0
36834544754,1050704,176321,48013,2013-03-31,0.0
200277905521,355471,176321,132336,2013-03-29,0.0
296708000426,946941,176321,180548,2013-03-25,0.0
82991584537,441373,97335,115119,2013-03-26,1.0
256321824776,876095,176321,323706,2013-03-26,0.0
290773542069,738137,108252,191747,2013-03-14,0.0
165087127778,402755,97335,203586,2013-03-25,0.0
18870342741,369707,177412,167995,2013-03-25,1.0
77309572219,527828,209524,165933,2013-03-02,1.0
179079220141,588961,73739,132336,2013-03-27,0.0
236706362950,1073890,176321,284893,2013-03-28,1.0
